Column1,_1,Rk,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
19,42,43,43,MIN,Jaylen Nowell,Washington,3,101,1555,771,194,172,0.437,0.326,0.805,15.4,7.6,1.9,1.7,2.7,0.084,-1.3,0.3,2019
19,43,44,44,MIA,Bol Bol,Oregon,3,53,328,142,63,18,0.478,0.378,0.667,6.2,2.7,1.2,0.3,0.2,0.033,-3,-0.1,2019
19,44,45,45,DET,Isaiah Roby,Nebraska,3,90,1876,739,447,134,0.491,0.331,0.736,20.8,8.2,5,1.5,2.6,0.066,-2.6,-0.3,2019
19,45,46,46,ORL,Talen Horton-Tucker,Iowa State,3,116,2558,1047,324,307,0.44,0.281,0.78,22.1,9,2.8,2.6,3,0.057,-2.3,-0.2,2019
19,46,47,47,SAC,Ignas Brazdeikis,Michigan,3,51,556,189,86,42,0.378,0.315,0.765,10.9,3.7,1.7,0.8,0.1,0.007,-5.4,-0.5,2019
19,47,48,48,LAC,Terance Mann,Florida State,3,172,3480,1250,638,314,0.493,0.384,0.775,20.2,7.3,3.7,1.8,8.9,0.123,-0.6,1.3,2019
19,48,49,49,SAS,Quinndary Weatherspoon,Mississippi State,3,36,232,72,24,21,0.435,0.167,0.8,6.4,2,0.7,0.6,0,0.002,-6,-0.2,2019
19,49,50,50,IND,Jarrell Brantley,College of Charleston,2,37,234,88,47,26,0.438,0.366,0.75,6.3,2.4,1.3,0.7,0.5,0.099,-0.6,0.1,2019
19,50,51,51,BOS,Tremont Waters,LSU,3,40,407,149,37,85,0.354,0.296,0.96,10.2,3.7,0.9,2.1,0.1,0.011,-3,-0.1,2019
19,51,52,52,CHO,Jalen McDaniels,San Diego State,3,102,1882,692,370,109,0.477,0.353,0.709,18.5,6.8,3.6,1.1,2.9,0.073,-2.9,-0.4,2019
19,52,53,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0,-0.008,-9,-0.1,2019
19,53,54,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,0.25,0.333,0.75,7,2.8,1.8,0.3,-0.1,-0.13,-13,-0.1,2019
19,54,55,55,NYK,Kyle Guy,Virginia,3,50,423,165,49,50,0.37,0.318,0.75,8.5,3.3,1,1,0.1,0.012,-4.7,-0.3,2019
19,55,56,56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,,2019
19,56,57,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,0.378,0.286,,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2,2019
19,57,58,58,GSW,Miye Oni,Yale,3,80,672,145,108,37,0.35,0.33,0.75,8.4,1.8,1.4,0.5,1,0.07,-2.5,-0.1,2019
19,58,59,59,TOR,Dewan Hernandez,Miami (FL),1,6,28,14,14,3,0.357,0.5,0.6,4.7,2.3,2.3,0.5,0,0.043,-9.6,-0.1,2019
19,59,60,60,SAC,Vanja Marinković,,,,,,,,,,,,,,,,,,,2019
20,0,1,1,MIN,Anthony Edwards,Georgia,2,128,4249,2588,600,416,0.424,0.337,0.772,33.2,20.2,4.7,3.3,3.7,0.042,-0.8,1.3,2020
20,1,2,2,GSW,James Wiseman,Memphis,1,39,836,448,226,26,0.519,0.316,0.628,21.4,11.5,5.8,0.7,0.7,0.042,-5,-0.6,2020
20,2,3,3,CHO,LaMelo Ball,,2,108,3308,1921,694,732,0.425,0.362,0.814,30.6,17.8,6.4,6.8,6.9,0.101,2.4,3.7,2020
20,3,4,4,CHI,Patrick Williams,Florida State,2,76,2108,688,338,102,0.486,0.396,0.736,27.7,9.1,4.4,1.3,2.7,0.061,-2.4,-0.2,2020
20,4,5,5,CLE,Isaac Okoro,Auburn,2,114,3534,1058,355,212,0.435,0.301,0.741,31,9.3,3.1,1.9,3.8,0.051,-3.9,-1.7,2020
20,5,6,6,ATL,Onyeka Okongwu,USC,2,79,1212,483,317,52,0.691,0,0.685,15.3,6.1,4,0.7,4.5,0.178,0,0.6,2020
20,6,7,7,DET,Killian Hayes,,2,77,1912,479,222,349,0.356,0.263,0.795,24.8,6.2,2.9,4.5,-1.2,-0.03,-5.3,-1.6,2020
20,7,8,8,NYK,Obi Toppin,Dayton,2,119,1540,659,336,78,0.504,0.262,0.737,12.9,5.5,2.8,0.7,3.5,0.109,-0.5,0.6,2020
20,8,9,9,WAS,Deni Avdija,,2,115,2685,806,575,164,0.429,0.312,0.73,23.3,7,5,1.4,3.4,0.061,-2.2,-0.1,2020
20,9,10,10,PHO,Jalen Smith,Maryland,2,64,739,333,240,18,0.482,0.31,0.785,11.5,5.2,3.8,0.3,2,0.127,-1.9,0,2020
20,10,11,11,SAS,Devin Vassell,Florida State,2,117,2499,987,411,156,0.423,0.346,0.826,21.4,8.4,3.5,1.3,3.9,0.075,-1,0.7,2020
20,11,12,12,SAC,Tyrese Haliburton,Iowa State,2,117,3809,1643,407,765,0.468,0.413,0.839,32.6,14,3.5,6.5,8.8,0.111,2.2,4,2020
20,12,13,13,NOP,Kira Lewis Jr.,Alabama,2,78,1245,484,110,173,0.391,0.298,0.841,16,6.2,1.4,2.2,0.7,0.029,-3.6,-0.5,2020
20,13,14,14,BOS,Aaron Nesmith,Vanderbilt,2,91,1142,369,204,41,0.405,0.31,0.809,12.5,4.1,2.2,0.5,1.2,0.049,-4.2,-0.6,2020
20,14,15,15,ORL,Cole Anthony,UNC,2,96,2886,1456,498,476,0.395,0.333,0.847,30.1,15.2,5.2,5,1.2,0.02,-2.1,-0.1,2020
20,15,16,16,POR,Isaiah Stewart,Washington,2,123,2889,998,920,118,0.535,0.284,0.691,23.5,8.1,7.5,1,6.4,0.106,-2.3,-0.2,2020
20,16,17,17,MIN,Aleksej Pokusevski,,2,91,1879,640,421,157,0.365,0.28,0.689,20.6,7,4.6,1.7,-1.8,-0.045,-4.8,-1.3,2020
20,17,18,18,DAL,Josh Green,Arizona,2,87,1130,309,183,89,0.49,0.262,0.655,13,3.6,2.1,1,2.4,0.1,-1.7,0.1,2020
20,18,19,19,BRK,Saddiq Bey,Villanova,2,133,4024,1868,686,271,0.398,0.361,0.838,30.3,14,5.2,2,6,0.071,-0.5,1.5,2020
20,19,20,20,MIA,Precious Achiuwa,Memphis,2,114,1967,734,575,90,0.473,0.324,0.538,17.3,6.4,5,0.8,2.9,0.071,-3.5,-0.8,2020
20,20,21,21,PHI,Tyrese Maxey,Kentucky,2,115,2855,1424,297,364,0.472,0.371,0.87,24.8,12.4,2.6,3.2,7.3,0.123,0,1.4,2020
20,21,22,22,DEN,Zeke Nnaji,Arizona,2,81,1048,401,209,25,0.518,0.452,0.649,12.9,5,2.6,0.3,2.8,0.13,-1.7,0.1,2020
20,22,23,23,NYK,Leandro Bolmaro,,1,25,188,28,35,11,0.281,0.167,0.889,7.5,1.1,1.4,0.4,-0.1,-0.021,-6.7,-0.2,2020
20,23,24,24,MIL,R.J. Hampton,,2,96,1761,683,309,194,0.413,0.348,0.641,18.3,7.1,3.2,2,0.3,0.009,-3.5,-0.7,2020
20,24,25,25,OKC,Immanuel Quickley,Kentucky,2,122,2477,1285,272,296,0.384,0.36,0.903,20.3,10.5,2.2,2.4,4.8,0.093,-0.7,0.8,2020
20,25,26,26,BOS,Payton Pritchard,Oregon,2,120,1962,787,246,220,0.424,0.396,0.915,16.4,6.6,2.1,1.8,3.9,0.095,-0.8,0.6,2020
20,26,27,27,UTA,Udoka Azubuike,Kansas,2,30,235,88,75,0,0.698,,0.667,7.8,2.9,2.5,0,0.7,0.139,-2.4,0,2020
20,27,28,28,LAL,Jaden McDaniels,Washington,2,123,3061,967,485,141,0.448,0.333,0.714,24.9,7.9,3.9,1.1,3.4,0.053,-3.3,-1,2020
20,28,29,29,TOR,Malachi Flynn,San Diego State,2,86,1368,506,170,192,0.381,0.318,0.76,15.9,5.9,2,2.2,1.6,0.056,-2.4,-0.1,2020
20,29,30,30,BOS,Desmond Bane,TCU,2,128,3330,1676,477,270,0.457,0.419,0.878,26,13.1,3.7,2.1,7.8,0.113,0.5,2.1,2020
20,30,31,31,DAL,Tyrell Terry,Stanford,2,13,59,13,6,6,0.353,0,0.333,4.5,1,0.5,0.5,0,-0.035,-4.8,0,2020
20,31,32,32,CHO,Vernon Carey Jr.,Duke,2,24,133,54,32,2,0.5,0.143,0.786,5.5,2.3,1.3,0.1,0.2,0.07,-6.4,-0.1,2020
20,32,33,33,MIN,Daniel Oturu,Minnesota,2,33,188,63,53,10,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2,2020
20,33,34,34,PHI,Théo Maledon,,2,100,2280,825,270,274,0.361,0.321,0.77,22.8,8.3,2.7,2.7,-0.7,-0.016,-5,-1.8,2020
20,34,35,35,SAC,Xavier Tillman Sr.,Michigan State,2,99,1596,566,372,115,0.522,0.29,0.644,16.1,5.7,3.8,1.2,4.1,0.123,0.2,0.9,2020
20,35,36,36,PHI,Tyler Bey,Colorado,1,18,71,18,19,3,0.318,0.25,0.6,3.9,1,1.1,0.2,0,-0.033,-9.5,-0.1,2020
20,36,37,37,WAS,Vit Krejci,,1,10,120,33,18,7,0.429,0.313,1,12,3.3,1.8,0.7,0.1,0.05,-6.2,-0.1,2020
20,37,38,38,UTA,Saben Lee,Vanderbilt,2,76,1188,404,163,238,0.437,0.299,0.712,15.6,5.3,2.1,3.1,1.9,0.079,-1.2,0.2,2020
20,38,39,39,NOP,Elijah Hughes,Syracuse,2,38,261,94,38,16,0.33,0.297,0.857,6.9,2.5,1,0.4,-0.2,-0.029,-5.2,-0.2,2020
20,39,40,40,MEM,Robert Woodard II,Mississippi State,2,25,87,27,27,5,0.278,0.2,0.5,3.5,1.1,1.1,0.2,-0.1,-0.075,-7.8,-0.1,2020
20,40,41,41,SAS,Tre Jones,Duke,2,87,973,351,113,171,0.504,0.222,0.847,11.2,4,1.3,2,2.1,0.105,-1.8,0,2020
20,41,42,42,NOP,Nick Richards,Kentucky,2,60,409,157,91,15,0.659,0,0.685,6.8,2.6,1.5,0.3,1.1,0.123,-3.1,-0.1,2020
20,42,43,43,SAC,Jahmi'us Ramsey,Texas Tech,2,32,228,100,23,13,0.406,0.27,0.632,7.1,3.1,0.7,0.4,-0.1,-0.02,-6,-0.2,2020
20,43,44,44,CHI,Marko Simonovic,,1,9,35,17,10,0,0.267,0.2,0.727,3.9,1.9,1.1,0,0,-0.001,-11,-0.1,2020
20,44,45,45,MIL,Jordan Nwora,Louisville,2,79,1209,560,233,54,0.421,0.388,0.771,15.3,7.1,2.9,0.7,1,0.04,-2.9,-0.3,2020
20,45,46,46,POR,CJ Elleby,Washington State,2,68,805,242,148,52,0.384,0.238,0.774,11.8,3.6,2.2,0.8,0.6,0.034,-4.4,-0.5,2020
20,46,47,47,BOS,Yam Madar,,,,,,,,,,,,,,,,,,,2020
20,47,48,48,GSW,Nico Mannion,Arizona,1,30,364,123,46,70,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-3.9,-0.2,2020
20,48,49,49,PHI,Isaiah Joe,Arkansas,2,84,891,317,83,50,0.361,0.352,0.844,10.6,3.8,1,0.6,1.1,0.058,-3.7,-0.4,2020
20,49,50,50,ATL,Skylar Mays,LSU,2,57,479,204,60,46,0.475,0.338,0.882,8.4,3.6,1.1,0.8,1.1,0.109,0.4,0.3,2020
20,50,51,51,GSW,Justinian Jessup,Boise State,,,,,,,,,,,,,,,,,,2020
20,51,52,52,SAC,Kenyon Martin Jr.,,2,104,2261,935,470,127,0.519,0.357,0.676,21.7,9,4.5,1.2,4.4,0.093,-1.3,0.4,2020
20,52,53,53,OKC,Cassius Winston,Michigan State,2,27,125,51,9,17,0.436,0.455,0.875,4.6,1.9,0.3,0.6,0.2,0.085,-3.5,0,2020
20,53,54,54,IND,Cassius Stanley,Duke,2,33,248,88,39,5,0.36,0.233,0.895,7.5,2.7,1.2,0.2,0,-0.007,-8,-0.4,2020
20,54,55,55,BRK,Jay Scrubb,John A. Logan College,2,22,205,84,30,9,0.39,0.267,0.8,9.3,3.8,1.4,0.4,-0.1,-0.025,-7.2,-0.3,2020
20,55,56,56,CHO,Grant Riller,College of Charleston,1,7,27,18,1,3,0.667,0.5,,3.9,2.6,0.1,0.4,0.1,0.177,5.1,0,2020
20,56,57,57,LAC,Reggie Perry,Mississippi State,2,29,262,91,81,16,0.42,0.217,0.8,9,3.1,2.8,0.6,0.2,0.046,-6.7,-0.3,2020
20,57,58,58,PHI,Paul Reed,DePaul,2,52,410,149,126,22,0.504,0.091,0.444,7.9,2.9,2.4,0.4,1.2,0.141,-1.3,0.1,2020
20,58,59,59,TOR,Jalen Harris,Nevada,1,13,172,96,18,17,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.3,0.1,2020
20,59,60,60,NOP,Sam Merrill,Utah State University,2,36,291,114,37,25,0.417,0.4,0.75,8.1,3.2,1,0.7,0.5,0.087,-2,0,2020
21,0,1,1,DET,Cade Cunningham,Oklahoma State,1,49,1561,795,280,252,0.4,0.32,0.839,31.9,16.2,5.7,5.1,-0.6,-0.018,-2,0,2021
21,1,2,2,HOU,Jalen Green,,1,47,1456,707,148,110,0.396,0.312,0.811,31,15,3.1,2.3,-0.6,-0.021,-4.3,-0.8,2021
21,2,3,3,CLE,Evan Mobley,USC,1,54,1839,793,437,139,0.499,0.257,0.68,34.1,14.7,8.1,2.6,4.3,0.112,0.6,1.2,2021
21,3,4,4,TOR,Scottie Barnes,Florida State,1,54,1904,807,410,175,0.49,0.314,0.741,35.3,14.9,7.6,3.2,4.5,0.112,0.4,1.1,2021
21,4,5,5,ORL,Jalen Suggs,Gonzaga,1,42,1175,523,154,185,0.369,0.227,0.758,28,12.5,3.7,4.4,-1.3,-0.054,-5.4,-1,2021
21,5,6,6,OKC,Josh Giddey,,1,54,1700,674,421,345,0.419,0.263,0.709,31.5,12.5,7.8,6.4,0.9,0.024,-0.9,0.5,2021
21,6,7,7,GSW,Jonathan Kuminga,,1,51,765,421,149,37,0.503,0.327,0.683,15,8.3,2.9,0.7,1.8,0.11,-2.4,-0.1,2021
21,7,8,8,ORL,Franz Wagner,Michigan,1,63,2011,991,291,185,0.468,0.366,0.852,31.9,15.7,4.6,2.9,3.3,0.08,-0.8,0.6,2021
21,8,9,9,SAC,Davion Mitchell,Baylor,1,58,1485,583,129,193,0.403,0.311,0.587,25.6,10.1,2.2,3.3,-0.1,-0.002,-4,-0.7,2021
21,9,10,10,NOP,Ziaire Williams,Stanford,1,44,958,326,84,38,0.444,0.288,0.793,21.8,7.4,1.9,0.9,1.2,0.061,-4,-0.5,2021
21,10,11,11,CHO,James Bouknight,UConn,1,28,296,140,48,23,0.353,0.347,0.871,10.6,5,1.7,0.8,0.1,0.016,-6.7,-0.4,2021
21,11,12,12,SAS,Joshua Primo,Alabama,1,33,522,160,59,46,0.369,0.333,0.75,15.8,4.8,1.8,1.4,0.1,0.012,-4.2,-0.3,2021
21,12,13,13,IND,Chris Duarte,Oregon,1,52,1474,689,213,112,0.434,0.365,0.796,28.3,13.3,4.1,2.2,1.3,0.041,-2,0,2021
21,13,14,14,GSW,Moses Moody,Arkansas,1,38,382,139,54,14,0.407,0.338,0.783,10.1,3.7,1.4,0.4,0.7,0.089,-3.5,-0.1,2021
21,14,15,15,WAS,Corey Kispert,Gonzaga,1,56,1153,385,148,59,0.429,0.321,0.87,20.6,6.9,2.6,1.1,1.3,0.055,-2.6,-0.2,2021
21,15,16,16,OKC,Alperen Şengün,,1,54,1012,476,262,131,0.472,0.263,0.705,18.7,8.8,4.9,2.4,1.3,0.062,-0.7,0.3,2021
21,16,17,17,MEM,Trey Murphy III,Virginia,1,44,527,166,89,22,0.342,0.349,0.857,12,3.8,2,0.5,0.7,0.063,-2.8,-0.1,2021
21,17,18,18,OKC,Tre Mann,Florida,1,49,1029,447,118,62,0.39,0.354,0.742,21,9.1,2.4,1.3,0.4,0.018,-4.2,-0.6,2021
21,18,19,19,NYK,Kai Jones,Texas,1,19,58,20,10,4,0.615,0.5,0.375,3.1,1.1,0.5,0.2,0,-0.013,-8.4,-0.1,2021
21,19,20,20,ATL,Jalen Johnson,Duke,1,15,67,29,17,1,0.5,0.375,0.667,4.5,1.9,1.1,0.1,0,0.015,-4.3,0,2021
21,20,21,21,NYK,Keon Johnson,Tennessee,1,18,198,61,29,16,0.278,0.188,0.783,11,3.4,1.6,0.9,-0.2,-0.059,-8.2,-0.3,2021
21,21,22,22,LAL,Isaiah Jackson,Kentucky,1,24,277,165,76,7,0.602,0.333,0.653,11.5,6.9,3.2,0.3,1,0.168,0,0.1,2021
21,22,23,23,HOU,Usman Garuba,,1,15,105,19,34,8,0.333,0.154,0.5,7,1.3,2.3,0.5,0.1,0.053,-0.5,0,2021
21,23,24,24,HOU,Josh Christopher,Arizona State,1,54,892,378,120,98,0.435,0.305,0.779,16.5,7,2.2,1.8,0.1,0.007,-3.5,-0.3,2021
21,24,25,25,LAC,Quentin Grimes,Houston,1,40,696,253,77,38,0.421,0.398,0.647,17.4,6.3,1.9,1,1.3,0.089,-0.1,0.3,2021
21,25,26,26,DEN,Bones Hyland,VCU,1,50,886,438,133,103,0.374,0.355,0.877,17.7,8.8,2.7,2.1,0.7,0.04,-2.6,-0.1,2021
21,26,27,27,BRK,Cam Thomas,LSU,1,53,1043,520,137,73,0.436,0.272,0.831,19.7,9.8,2.6,1.4,0.7,0.034,-3.2,-0.3,2021
21,27,28,28,PHI,Jaden Springer,Tennessee,1,2,6,2,2,0,1,,,3,1,1,0,0,0.143,17.1,0,2021
21,28,29,29,PHO,Day'Ron Sharpe,UNC,1,32,391,198,160,17,0.577,0.286,0.585,12.2,6.2,5,0.5,1.2,0.152,-2.9,-0.1,2021
21,29,30,30,UTA,Santi Aldama,Loyola (MD),1,27,277,90,64,14,0.381,0.103,0.6,10.3,3.3,2.4,0.5,0.1,0.025,-6.7,-0.3,2021
21,30,31,31,MIL,Isaiah Todd,,1,10,41,16,10,3,0.294,0.364,0.333,4.1,1.6,1,0.3,0,0.003,-0.1,0,2021
21,31,32,32,NYK,Jeremiah Robinson-Earl,Villanova,1,44,1014,314,254,44,0.401,0.333,0.714,23,7.1,5.8,1,1.4,0.066,-2.5,-0.1,2021
21,32,33,33,ORL,Jason Preston,Ohio University,,,,,,,,,,,,,,,,,,2021
21,33,34,34,OKC,Rokas Jokubaitis,,,,,,,,,,,,,,,,,,,2021
21,34,35,35,NOP,Herbert Jones,Alabama,1,59,1772,563,235,122,0.487,0.351,0.863,30,9.5,4,2.1,3.7,0.1,-0.4,0.7,2021
21,35,36,36,OKC,Miles McBride,West Virginia,1,23,155,41,17,24,0.267,0.182,0.75,6.7,1.8,0.7,1,-0.1,-0.02,-5.4,-0.1,2021
21,36,37,37,DET,JT Thor,Auburn,1,23,230,63,36,18,0.442,0.269,0.714,10,2.7,1.6,0.8,0.4,0.081,-2.2,0,2021
21,37,38,38,CHI,Ayo Dosunmu,Illinois,1,58,1526,485,163,181,0.527,0.41,0.677,26.3,8.4,2.8,3.1,2.7,0.085,-1.5,0.2,2021
21,38,39,39,SAC,Neemias Queta,Utah State University,1,10,56,21,19,4,0.391,,0.6,5.6,2.1,1.9,0.4,0,0.009,-6.5,-0.1,2021
21,39,40,40,NOP,Jared Butler,Baylor,1,28,213,96,23,34,0.409,0.362,0.583,7.6,3.4,0.8,1.2,0.2,0.037,-1.9,0,2021
21,40,41,41,SAS,Joe Wieskamp,Iowa,1,17,95,37,8,5,0.448,0.4,0.429,5.6,2.2,0.5,0.3,0.2,0.097,-0.2,0,2021
21,41,42,42,DET,Isaiah Livers,Michigan,1,4,33,8,3,3,0.231,0.222,,8.3,2,0.8,0.8,-0.1,-0.091,-8.3,-0.1,2021
21,42,43,43,NOP,Greg Brown III,Texas,1,31,286,113,68,10,0.438,0.192,0.649,9.2,3.6,2.2,0.3,0.3,0.057,-3.3,-0.1,2021
21,43,44,44,BRK,Kessler Edwards,Pepperdine,1,32,748,201,130,22,0.398,0.347,0.833,23.4,6.3,4.1,0.7,0.2,0.014,-4.7,-0.5,2021
21,44,45,45,BOS,Juhann Begarin,,,,,,,,,,,,,,,,,,,2021
21,45,46,46,TOR,Dalano Banton,Nebraska,1,52,602,182,107,81,0.409,0.255,0.629,11.6,3.5,2.1,1.6,0.1,0.012,-3.7,-0.3,2021
21,46,47,47,TOR,David Johnson,Louisville,1,2,2,0,0,0,0,0,,1,0,0,0,0,-0.506,-27.6,0,2021
21,47,48,48,ATL,Sharife Cooper,Auburn,1,11,35,7,5,5,0.214,0.167,,3.2,0.6,0.5,0.5,-0.2,-0.332,-17.2,-0.1,2021
21,48,49,49,BRK,Marcus Zegarowski,Creighton,,,,,,,,,,,,,,,,,,2021
21,49,50,50,PHI,Filip Petrušev,Gonzaga,,,,,,,,,,,,,,,,,,2021
21,50,51,51,MEM,Brandon Boston Jr.,Kentucky,1,44,647,290,100,38,0.373,0.306,0.852,14.7,6.6,2.3,0.9,0.3,0.024,-3.4,-0.2,2021
21,51,52,52,DET,Luka Garza,Iowa,1,29,340,151,87,16,0.444,0.341,0.643,11.7,5.2,3,0.6,0.5,0.076,-3.3,-0.1,2021
21,52,53,53,PHI,Charles Bassey,Western Kentucky,1,23,168,69,62,7,0.638,0,0.75,7.3,3,2.7,0.3,0.8,0.227,1.9,0.2,2021
21,53,54,54,IND,Sandro Mamukelashvili,Seton Hall,1,34,315,102,60,16,0.459,0.385,0.75,9.3,3,1.8,0.5,0.7,0.111,-0.8,0.1,2021
21,54,55,55,OKC,Aaron Wiggins,Maryland,1,37,824,260,127,38,0.467,0.301,0.706,22.3,7,3.4,1,1.2,0.07,-3.2,-0.2,2021
21,55,56,56,CHO,Scottie Lewis,Florida,1,2,7,1,0,1,,,0.5,3.5,0.5,0,0.5,0,0.165,6.2,0,2021
21,56,57,57,CHO,Balša Koprivica,Florida State,,,,,,,,,,,,,,,,,,2021
21,57,58,58,NYK,Jericho Sims,Texas,1,21,166,21,47,4,0.692,,0.75,7.9,1,2.2,0.2,0.5,0.155,-0.6,0.1,2021
21,58,59,59,BRK,RaiQuan Gray,Florida State,,,,,,,,,,,,,,,,,,2021
21,59,60,60,IND,Georgios Kalaitzakis,,1,9,48,16,8,0,0.455,0.5,0.444,5.3,1.8,0.9,0,0,-0.005,-7.9,-0.1,2021
